Date,Open,High,Low,Close,Adj Close,Volume
2011-11-01,69.199997,71.800003,66.459999,71.750000,51.373291,88836500
2011-12-01,71.570000,73.809998,70.379997,73.190002,52.787975,84150800
2012-01-01,74.010002,76.930000,72.150002,75.650002,54.562237,85746400
2012-02-01,76.370003,77.550003,75.459999,76.989998,55.528698,78929000
2012-03-01,77.150002,81.790001,75.379997,80.720001,58.654675,85082700
2012-04-01,80.309998,80.970001,76.559998,78.139999,56.779926,72470800
2012-05-01,78.139999,78.910004,73.559998,74.940002,54.454666,77808800
2012-06-01,74.000000,78.760002,72.150002,78.760002,57.656441,69290700
2012-07-01,78.230003,80.529999,73.510002,75.610001,55.350460,81493600
2012-08-01,75.809998,76.879997,73.570000,73.809998,54.032784,55741400
2012-09-01,73.570000,75.250000,71.180000,71.570000,52.785870,124613800
2012-10-01,72.089996,74.139999,71.019997,73.250000,54.024948,78419400
2012-11-01,73.379997,74.500000,69.559998,73.110001,53.921692,69382800
2012-12-01,73.500000,76.199997,71.959999,73.730003,54.823498,71280400
2013-01-01,75.089996,82.760002,75.019997,79.290001,58.957722,88022700
2013-02-01,79.199997,84.870003,79.000000,82.650002,61.456135,76390200
2013-03-01,82.550003,85.930000,82.279999,85.900002,64.348770,69668200
2013-04-01,85.809998,86.459999,81.949997,85.839996,64.303825,76190400
2013-05-01,85.820000,89.959999,84.650002,85.900002,64.348770,80502400
2013-06-01,85.870003,87.820000,84.199997,86.480003,65.237564,64818600
2013-07-01,86.919998,91.779999,85.250000,86.800003,65.478966,85446700
2013-08-01,87.370003,88.690002,85.180000,85.580002,64.558647,55845500
2013-09-01,86.230003,92.120003,85.699997,91.370003,69.418564,53471600
2013-10-01,91.430000,98.989998,88.449997,98.239998,74.638077,73626200
2013-11-01,98.279999,103.040001,97.750000,102.379997,77.783485,63275300
2013-12-01,102.139999,105.370003,100.650002,105.080002,80.327698,59003800
2014-01-01,104.629997,104.910004,94.019997,95.230003,72.797935,84589700
2014-02-01,95.099998,97.910004,93.190002,95.769997,73.210739,67875300
2014-03-01,95.260002,99.070000,94.809998,97.379997,74.969200,60629200
2014-04-01,97.739998,99.849998,95.449997,98.500000,75.831467,66424800
2014-05-01,98.500000,104.180000,97.339996,103.879997,79.973328,50197800
2014-06-01,104.129997,104.300003,100.519997,102.660004,79.556473,50431800
2014-07-01,103.400002,105.089996,97.019997,97.089996,75.239960,50710300
2014-08-01,96.669998,99.160004,94.870003,97.330002,75.425972,59857200
2014-09-01,97.629997,100.389999,96.510002,98.290001,76.701820,59222800
2014-10-01,98.440002,105.839996,94.050003,104.910004,81.867790,83362100
2014-11-01,104.910004,111.089996,104.660004,109.919998,85.777412,69901700
2014-12-01,110.300003,113.099998,106.470001,111.169998,87.291321,72327900
2015-01-01,111.269997,114.400002,98.290001,98.839996,77.609718,92901100
2015-02-01,99.000000,102.820000,98.339996,101.730003,79.878960,56880100
2015-03-01,101.730003,102.370003,96.320000,96.940002,76.663200,64639800
2015-04-01,96.489998,101.980003,94.879997,100.529999,79.502274,73885900
2015-05-01,100.949997,102.839996,98.580002,99.220001,78.466255,63584300
2015-06-01,99.769997,101.680000,96.809998,96.910004,77.206306,60264900
2015-07-01,97.519997,102.760002,94.150002,102.360001,81.548210,64611900
2015-08-01,102.489998,104.070000,93.639999,97.650002,77.795845,74416900
2015-09-01,95.809998,101.790001,94.650002,98.690002,79.186600,70596400
2015-10-01,99.000000,107.320000,96.959999,103.019997,82.660896,65687500
2015-11-01,103.010002,105.370003,101.430000,103.010002,82.652878,49048800
2015-12-01,103.459999,104.500000,95.820000,96.230003,77.754364,75692000
2016-01-01,95.339996,96.099998,87.300003,93.199997,75.306099,68562300
2016-02-01,92.040001,99.500000,92.040001,96.550003,78.012962,76065200
2016-03-01,97.430000,106.610001,97.029999,105.470001,85.901947,60881700
2016-04-01,104.919998,107.209999,103.410004,105.070000,85.576172,48451600
2016-05-01,105.320000,105.599998,100.050003,103.089996,83.963516,56002300
2016-06-01,103.080002,107.739998,101.949997,107.720001,88.407600,59039900
2016-07-01,107.599998,111.830002,105.959999,108.099998,88.719475,48774900
2016-08-01,108.139999,111.029999,106.919998,109.220001,89.638672,46169800
2016-09-01,109.510002,110.720001,106.070000,109.360001,90.389320,53175200
2016-10-01,109.360001,109.610001,105.870003,107.760002,89.066856,43726800
2016-11-01,108.019997,116.959999,106.160004,115.919998,95.811348,62746300
2016-12-01,116.040001,120.440002,114.360001,114.639999,95.417732,52181200
2017-01-01,115.519997,118.190002,108.680000,109.129997,90.831619,53083500
2017-02-01,107.790001,109.339996,103.230003,105.760002,88.026703,83748000
2017-03-01,106.970001,108.970001,103.750000,107.300003,89.993599,60386400
2017-04-01,107.660004,109.300003,103.559998,107.459999,90.127792,55734700
2017-05-01,107.419998,107.830002,102.120003,105.970001,88.878120,54330100
2017-06-01,106.489998,111.550003,105.699997,110.589996,93.491295,61257900
2017-07-01,110.900002,113.760002,106.980003,110.290001,93.237679,51627600
2017-08-01,110.800003,115.639999,109.650002,114.360001,96.678398,48428900
2017-09-01,114.720001,120.419998,113.540001,120.089996,102.277649,43751100
2017-10-01,120.000000,121.750000,116.519997,117.529999,100.097351,53481200
2017-11-01,117.940002,122.000000,111.300003,121.449997,103.435928,58559500
2017-12-01,121.889999,125.160004,116.330002,119.150002,102.230988,57106900
2018-01-01,120.040001,135.529999,119.610001,127.320000,109.240875,79526300
2018-02-01,119.220001,121.000000,103.809998,104.410004,89.584053,131437800
2018-03-01,104.959999,111.199997,101.449997,104.660004,90.559402,93099200
2018-04-01,104.330002,114.459999,102.400002,113.500000,98.208405,77487800
2018-05-01,113.550003,118.769997,108.160004,116.120003,100.475426,67943000
2018-06-01,116.690002,119.169998,105.099998,106.230003,92.640945,63027700
2018-07-01,105.870003,121.360001,104.940002,119.889999,104.553543,52384600
2018-08-01,119.889999,124.440002,117.720001,122.879997,107.161049,46590000
2018-09-01,123.790001,125.089996,115.730003,116.750000,102.586014,50754200
2018-10-01,118.550003,119.220001,103.830002,106.540001,93.614700,70915300
2018-11-01,106.889999,115.440002,105.480003,115.290001,101.303162,56818000
2018-12-01,116.620003,117.290001,89.889999,97.529999,86.409683,83111000
2019-01-01,96.120003,108.000000,94.190002,105.400002,93.382370,82892800
2019-02-01,105.720001,112.279999,105.260002,110.199997,97.635071,60104900
2019-03-01,110.940002,112.900002,104.940002,111.739998,99.868233,60680100
2019-04-01,113.190002,115.029999,103.019997,106.220001,94.934700,67209000
2019-05-01,106.059998,106.949997,92.650002,92.919998,83.047745,66606800
2019-06-01,92.839996,103.690002,92.830002,103.269997,93.181091,66087900
2019-07-01,104.580002,121.300003,101.160004,119.470001,107.798439,80392100
2019-08-01,118.870003,120.769997,110.510002,118.660004,107.067581,68599000
2019-09-01,117.660004,123.629997,116.190002,119.820000,109.033226,57325600
2019-10-01,120.250000,120.699997,111.779999,115.169998,104.801842,70022500
2019-11-01,116.459999,125.309998,116.110001,119.730003,108.951347,49247300
2019-12-01,120.089996,121.320000,114.250000,117.059998,107.352280,61191300
2020-01-01,117.680000,119.239998,103.089996,103.519997,94.935143,66496900
2020-02-01,104.160004,107.790001,87.669998,90.489998,82.985695,98177400
2020-03-01,92.050003,103.800003,82.000000,93.419998,86.521637,163951500
2020-04-01,90.910004,103.750000,88.349998,94.660004,87.670074,109677700
2020-05-01,93.230003,101.099998,88.849998,99.709999,92.347168,85652700
2020-06-01,99.480003,112.019997,98.360001,111.180000,104.050156,96980200
2020-07-01,117.860001,145.500000,113.050003,142.759995,133.604965,105688000
2020-08-01,143.470001,165.220001,140.539993,163.619995,153.127197,83691800
2020-09-01,163.130005,171.979996,154.630005,166.630005,156.937668,79559200
2020-10-01,169.039993,178.009995,155.250000,157.110001,147.971390,89065000
2020-11-01,158.880005,173.110001,156.970001,171.070007,161.119400,78400800
2020-12-01,173.509995,175.940002,163.630005,168.399994,159.571869,76396500
2021-01-01,168.399994,168.539993,154.759995,155.000000,146.874359,75022300
2021-02-01,156.199997,168.229996,154.910004,157.830002,149.555984,69228200
2021-03-01,159.550003,171.000000,157.550003,169.990005,162.098404,81451900
2021-04-01,170.179993,205.770004,168.830002,203.860001,194.395996,80901600
2021-05-01,207.419998,219.589996,207.119995,214.600006,204.637405,66134500
2021-06-01,215.589996,216.550003,195.470001,207.970001,199.265228,78516500
2021-07-01,209.389999,214.929993,188.320007,191.360001,183.350433,67062300
2021-08-01,192.350006,199.509995,190.100006,195.630005,187.441742,50529500
2021-09-01,195.720001,199.250000,182.000000,182.100006,175.399994,53626300
2021-10-01,182.889999,220.240005,177.130005,213.470001,205.615768,64172500
2021-11-01,214.860001,216.490005,198.100006,198.369995,191.071335,51807700
2021-12-01,200.880005,216.339996,193.820007,214.339996,207.473770,51430600
2022-01-01,214.649994,219.449997,192.740005,202.210007,195.732361,53064400
2022-02-01,225.009995,233.720001,199.050003,210.419998,203.679337,77703700
2022-03-01,209.470001,223.970001,198.529999,214.460007,209.098312,65107600
2022-04-01,214.899994,215.210007,179.559998,179.979996,175.480331,76896000
2022-05-01,180.279999,184.610001,165.339996,182.250000,177.693604,80791300
2022-06-01,182.240005,188.880005,169.460007,182.539993,179.503586,70717800
2022-07-01,181.779999,195.729996,175.130005,194.889999,191.648163,57130400
2022-08-01,193.080002,209.389999,191.600006,194.509995,191.274475,50008300
2022-09-01,194.380005,200.960007,160.110001,161.539993,160.042877,73873500
2022-10-01,160.630005,174.800003,154.869995,167.770004,166.215149,68308800
2022-11-01,168.960007,189.729996,160.070007,189.729996,187.971619,60022200
2022-12-01,189.580002,191.600006,173.880005,179.630005,179.630005,26433000
2022-12-08,175.130005,180.550003,174.850006,179.630005,179.630005,3045503
